u	v	shared_kmers	jaccard	species_u	species_v
GCF_000005845.2_ASM584v2|NP_417232.1	GCF_000006765.1_ASM676v1|NP_253133.1	88	0.172888	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417245.1	GCF_000006765.1_ASM676v1|NP_251356.1	30	0.150754	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417254.4	GCF_000006765.1_ASM676v1|NP_250693.1	6	0.011976	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417254.4	GCF_000006765.1_ASM676v1|NP_254211.1	6	0.011881	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417258.4	GCF_000006765.1_ASM676v1|NP_250141.1	13	0.019118	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417258.4	GCF_000006765.1_ASM676v1|NP_250142.1	12	0.016901	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417258.4	GCF_000006765.1_ASM676v1|NP_249227.1	11	0.018062	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417259.1	GCF_000006765.1_ASM676v1|NP_252325.1	112	0.151556	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417260.1	GCF_000006765.1_ASM676v1|NP_252327.1	131	0.138478	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417261.1	GCF_000006765.1_ASM676v1|NP_249626.1	13	0.025194	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417264.1	GCF_000006765.1_ASM676v1|NP_249625.1	34	0.023497	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417265.1	GCF_000006765.1_ASM676v1|NP_249624.1	15	0.017483	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417266.1	GCF_000006765.1_ASM676v1|NP_249619.1	28	0.015512	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417266.1	GCF_000006765.1_ASM676v1|NP_251514.1	9	0.005341	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417266.1	GCF_000006765.1_ASM676v1|NP_252801.1	7	0.003020	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417266.1	GCF_000006765.1_ASM676v1|NP_250302.1	7	0.004510	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417274.1	GCF_000006765.1_ASM676v1|NP_251496.1	23	0.043810	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417275.1	GCF_000006765.1_ASM676v1|NP_252804.1	29	0.033105	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417277.1	GCF_000006765.1_ASM676v1|NP_254066.1	59	0.069905	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417277.1	GCF_000006765.1_ASM676v1|NP_251133.1	58	0.068639	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417286.1	GCF_000006765.1_ASM676v1|NP_250254.1	23	0.033577	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417287.1	GCF_000006765.1_ASM676v1|NP_249070.1	7	0.029289	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417288.1	GCF_000006765.1_ASM676v1|NP_252798.1	10	0.017212	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417288.1	GCF_000006765.1_ASM676v1|NP_253601.1	8	0.013356	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417290.1	GCF_000006765.1_ASM676v1|NP_252357.1	14	0.017995	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417292.1	GCF_000006765.1_ASM676v1|NP_249855.1	27	0.053892	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417294.4	GCF_000006765.1_ASM676v1|NP_253634.1	15	0.017301	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417294.4	GCF_000006765.1_ASM676v1|NP_254225.1	11	0.013871	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417295.1	GCF_000006765.1_ASM676v1|NP_253891.1	14	0.016451	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417296.1	GCF_000006765.1_ASM676v1|NP_252973.1	49	0.038583	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417297.1	GCF_000006765.1_ASM676v1|NP_252974.1	49	0.020710	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417299.1	GCF_000006765.1_ASM676v1|NP_252975.1	13	0.005727	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417304.1	GCF_000006765.1_ASM676v1|NP_249033.1	47	0.099788	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417305.1	GCF_000006765.1_ASM676v1|NP_249032.1	17	0.032075	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417306.1	GCF_000006765.1_ASM676v1|NP_249028.1	16	0.010804	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417306.1	GCF_000006765.1_ASM676v1|NP_252252.1	7	0.004149	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417307.1	GCF_000006765.1_ASM676v1|NP_249027.1	21	0.069079	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417309.1	GCF_000006765.1_ASM676v1|NP_253937.1	22	0.048140	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417309.1	GCF_000006765.1_ASM676v1|NP_254156.1	17	0.036638	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417311.1	GCF_000006765.1_ASM676v1|NP_253124.1	16	0.024060	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417311.1	GCF_000006765.1_ASM676v1|NP_252484.1	6	0.009288	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417321.2	GCF_000006765.1_ASM676v1|NP_250691.1	72	0.102273	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417321.2	GCF_000006765.1_ASM676v1|NP_251703.1	8	0.010444	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417321.2	GCF_000006765.1_ASM676v1|NP_248919.1	8	0.010309	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417321.2	GCF_000006765.1_ASM676v1|NP_252279.1	7	0.009009	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417344.1	GCF_000006765.1_ASM676v1|NP_250215.1	10	0.016051	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417345.1	GCF_000006765.1_ASM676v1|NP_249788.1	21	0.019981	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417345.1	GCF_000006765.1_ASM676v1|NP_250354.1	21	0.019737	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417345.1	GCF_000006765.1_ASM676v1|NP_252836.1	16	0.013434	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417345.1	GCF_000006765.1_ASM676v1|NP_253812.1	16	0.015355	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417345.1	GCF_000006765.1_ASM676v1|NP_253414.1	14	0.013384	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417345.1	GCF_000006765.1_ASM676v1|NP_252710.1	14	0.011561	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417345.1	GCF_000006765.1_ASM676v1|NP_251049.1	14	0.015070	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417345.1	GCF_000006765.1_ASM676v1|NP_249790.1	13	0.012476	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417345.1	GCF_000006765.1_ASM676v1|NP_251139.1	13	0.012037	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417345.1	GCF_000006765.1_ASM676v1|NP_254170.1	10	0.009794	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417350.1	GCF_000006765.1_ASM676v1|NP_253860.1	10	0.016667	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417354.1	GCF_000006765.1_ASM676v1|NP_251782.1	6	0.003540	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417354.1	GCF_000006765.1_ASM676v1|NP_253722.1	6	0.004019	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417358.2	GCF_000006765.1_ASM676v1|NP_249043.1	13	0.014381	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417358.2	GCF_000006765.1_ASM676v1|NP_248856.1	12	0.013158	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417359.1	GCF_000006765.1_ASM676v1|NP_250212.1	39	0.047330	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417359.1	GCF_000006765.1_ASM676v1|NP_248824.1	24	0.027875	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417363.2	GCF_000006765.1_ASM676v1|NP_253722.1	43	0.040452	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417364.2	GCF_000006765.1_ASM676v1|NP_250198.1	15	0.016447	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417366.1	GCF_000006765.1_ASM676v1|NP_252390.1	57	0.060703	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417367.1	GCF_000006765.1_ASM676v1|YP_003933612.1	62	0.094368	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417367.1	GCF_000006765.1_ASM676v1|NP_253354.1	13	0.018545	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417368.1	GCF_000006765.1_ASM676v1|NP_252414.1	61	0.056639	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417370.1	GCF_000006765.1_ASM676v1|NP_252427.1	59	0.111954	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417374.1	GCF_000006765.1_ASM676v1|NP_249450.1	10	0.016129	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417378.1	GCF_000006765.1_ASM676v1|NP_251818.1	9	0.018908	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417378.1	GCF_000006765.1_ASM676v1|NP_252077.1	8	0.016495	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417378.1	GCF_000006765.1_ASM676v1|NP_251205.1	6	0.012397	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417379.1	GCF_000006765.1_ASM676v1|NP_253900.1	192	0.112084	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417379.1	GCF_000006765.1_ASM676v1|NP_251135.1	117	0.065400	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417381.1	GCF_000006765.1_ASM676v1|NP_253902.1	27	0.039301	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417382.1	GCF_000006765.1_ASM676v1|NP_253908.1	23	0.029793	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417383.1	GCF_000006765.1_ASM676v1|NP_253910.1	8	0.010417	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417384.1	GCF_000006765.1_ASM676v1|NP_253911.1	10	0.011561	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417387.3	GCF_000006765.1_ASM676v1|NP_253915.1	6	0.016260	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417388.1	GCF_000006765.1_ASM676v1|NP_249007.1	35	0.045220	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417389.1	GCF_000006765.1_ASM676v1|NP_249021.1	32	0.080000	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417391.1	GCF_000006765.1_ASM676v1|NP_253053.1	9	0.015571	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417395.1	GCF_000006765.1_ASM676v1|NP_254132.1	14	0.014508	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417398.1	GCF_000006765.1_ASM676v1|NP_253055.1	6	0.015190	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417401.1	GCF_000006765.1_ASM676v1|NP_249243.1	100	0.150602	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417402.1	GCF_000006765.1_ASM676v1|NP_249242.1	26	0.039634	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417402.1	GCF_000006765.1_ASM676v1|NP_251885.1	25	0.039185	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417411.2	GCF_000006765.1_ASM676v1|NP_248968.1	20	0.042194	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417412.1	GCF_000006765.1_ASM676v1|NP_248979.1	9	0.014876	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417413.1	GCF_000006765.1_ASM676v1|NP_253526.1	24	0.019048	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417417.1	GCF_000006765.1_ASM676v1|NP_249237.1	117	0.179173	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417421.4	GCF_000006765.1_ASM676v1|NP_249110.1	11	0.023810	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417422.1	GCF_000006765.1_ASM676v1|NP_249098.1	53	0.092982	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417424.1	GCF_000006765.1_ASM676v1|NP_249095.1	7	0.026415	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417425.2	GCF_000006765.1_ASM676v1|NP_249086.1	20	0.031250	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417425.2	GCF_000006765.1_ASM676v1|NP_249377.1	7	0.008997	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417425.2	GCF_000006765.1_ASM676v1|NP_251367.1	6	0.006780	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417426.1	GCF_000006765.1_ASM676v1|NP_249085.1	14	0.031818	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417429.1	GCF_000006765.1_ASM676v1|NP_249078.1	16	0.043478	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417430.1	GCF_000006765.1_ASM676v1|NP_249077.1	24	0.032967	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417432.1	GCF_000006765.1_ASM676v1|NP_250028.1	18	0.026393	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417434.4	GCF_000006765.1_ASM676v1|NP_251736.1	7	0.034146	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417435.1	GCF_000006765.1_ASM676v1|NP_249073.1	22	0.051163	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417436.1	GCF_000006765.1_ASM676v1|NP_253834.1	33	0.049849	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417449.1	GCF_000006765.1_ASM676v1|NP_253458.1	183	0.196986	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417450.1	GCF_000006765.1_ASM676v1|NP_249173.1	98	0.073134	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417451.1	GCF_000006765.1_ASM676v1|NP_254039.1	7	0.028000	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417453.1	GCF_000006765.1_ASM676v1|NP_254042.1	174	0.213759	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417454.1	GCF_000006765.1_ASM676v1|NP_254043.1	29	0.062232	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417461.1	GCF_000006765.1_ASM676v1|NP_252982.1	42	0.044872	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417461.1	GCF_000006765.1_ASM676v1|NP_249141.1	23	0.022863	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417475.1	GCF_000006765.1_ASM676v1|NP_253264.1	58	0.224806	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417476.1	GCF_000006765.1_ASM676v1|NP_250832.1	11	0.019678	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417479.1	GCF_000006765.1_ASM676v1|NP_249660.1	15	0.033333	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417483.2	GCF_000006765.1_ASM676v1|NP_250966.1	17	0.028961	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417491.1	GCF_000006765.1_ASM676v1|NP_253651.1	161	0.120599	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417491.1	GCF_000006765.1_ASM676v1|NP_251858.1	16	0.009703	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417497.1	GCF_000006765.1_ASM676v1|NP_253464.1	8	0.018957	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417497.1	GCF_000006765.1_ASM676v1|NP_251499.1	6	0.013986	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417497.1	GCF_000006765.1_ASM676v1|NP_251347.1	6	0.014085	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417498.1	GCF_000006765.1_ASM676v1|NP_251170.1	10	0.011507	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417498.1	GCF_000006765.1_ASM676v1|NP_249448.1	7	0.007848	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417498.1	GCF_000006765.1_ASM676v1|NP_253465.1	6	0.006593	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417500.1	GCF_000006765.1_ASM676v1|NP_251270.1	24	0.067606	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417502.1	GCF_000006765.1_ASM676v1|NP_253654.1	203	0.194073	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417502.1	GCF_000006765.1_ASM676v1|NP_064724.1	24	0.017118	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417503.1	GCF_000006765.1_ASM676v1|NP_253655.1	8	0.020997	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417513.1	GCF_000006765.1_ASM676v1|NP_252743.1	10	0.017794	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417524.1	GCF_000006765.1_ASM676v1|NP_253683.1	40	0.044395	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417525.1	GCF_000006765.1_ASM676v1|NP_253701.1	36	0.019180	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417528.1	GCF_000006765.1_ASM676v1|NP_249275.1	44	0.057292	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417529.1	GCF_000006765.1_ASM676v1|NP_250649.1	12	0.022727	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417531.1	GCF_000006765.1_ASM676v1|NP_249272.1	8	0.021277	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417536.1	GCF_000006765.1_ASM676v1|NP_249271.1	82	0.139932	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417537.1	GCF_000006765.1_ASM676v1|NP_249270.1	27	0.257143	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417538.1	GCF_000006765.1_ASM676v1|NP_249268.1	25	0.020661	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417539.1	GCF_000006765.1_ASM676v1|NP_249267.1	235	0.238579	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417539.1	GCF_000006765.1_ASM676v1|NP_252312.1	7	0.007527	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417543.1	GCF_000006765.1_ASM676v1|NP_248866.1	23	0.019965	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417543.1	GCF_000006765.1_ASM676v1|NP_249102.1	8	0.006838	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417543.1	GCF_000006765.1_ASM676v1|NP_253210.1	7	0.006024	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417543.1	GCF_000006765.1_ASM676v1|NP_250252.1	7	0.006931	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417543.1	GCF_000006765.1_ASM676v1|NP_249942.1	6	0.005820	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417543.1	GCF_000006765.1_ASM676v1|NP_250299.1	6	0.005820	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417543.1	GCF_000006765.1_ASM676v1|NP_251610.1	6	0.005797	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417543.1	GCF_000006765.1_ASM676v1|NP_253323.1	6	0.004992	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417544.5	GCF_000006765.1_ASM676v1|NP_249111.1	7	0.007701	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417544.5	GCF_000006765.1_ASM676v1|NP_249586.1	7	0.008255	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417552.1	GCF_000006765.1_ASM676v1|NP_251782.1	81	0.064286	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417552.1	GCF_000006765.1_ASM676v1|NP_253501.1	39	0.029908	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417555.4	GCF_000006765.1_ASM676v1|NP_253307.1	19	0.026279	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417556.2	GCF_000006765.1_ASM676v1|NP_249251.1	25	0.085034	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417560.1	GCF_000006765.1_ASM676v1|NP_250732.1	83	0.113699	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417573.1	GCF_000006765.1_ASM676v1|NP_251300.1	33	0.054187	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417574.1	GCF_000006765.1_ASM676v1|NP_249254.1	6	0.027027	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417575.1	GCF_000006765.1_ASM676v1|NP_249254.1	8	0.036866	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417585.2	GCF_000006765.1_ASM676v1|NP_249527.1	35	0.046605	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417587.1	GCF_000006765.1_ASM676v1|NP_250017.1	10	0.012136	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417587.1	GCF_000006765.1_ASM676v1|NP_249022.1	6	0.007344	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417593.4	GCF_000006765.1_ASM676v1|NP_249743.1	17	0.023129	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417594.3	GCF_000006765.1_ASM676v1|NP_250191.1	8	0.013986	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417594.3	GCF_000006765.1_ASM676v1|NP_249434.1	6	0.010417	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417595.1	GCF_000006765.1_ASM676v1|NP_252817.1	6	0.011811	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417615.1	GCF_000006765.1_ASM676v1|NP_253112.1	31	0.058824	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417618.1	GCF_000006765.1_ASM676v1|NP_253115.1	8	0.021333	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417621.2	GCF_000006765.1_ASM676v1|NP_252706.1	7	0.017199	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417626.1	GCF_000006765.1_ASM676v1|NP_252600.1	11	0.033951	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417627.1	GCF_000006765.1_ASM676v1|NP_252602.1	48	0.079470	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417628.2	GCF_000006765.1_ASM676v1|NP_252601.1	17	0.030303	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417629.1	GCF_000006765.1_ASM676v1|NP_251173.1	25	0.039494	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417630.1	GCF_000006765.1_ASM676v1|NP_254121.1	63	0.083113	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417631.2	GCF_000006765.1_ASM676v1|NP_251530.1	30	0.026110	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417631.2	GCF_000006765.1_ASM676v1|NP_252156.1	25	0.024201	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417631.2	GCF_000006765.1_ASM676v1|NP_252639.1	17	0.016315	Escherichia coli	Pseudomonas aeruginosa
